time_ns,vcc_mV,trigger,reset_n,debug
1962000,3291,0,1,0
1962250,3295,0,1,0
1962500,3295,0,1,0
1962750,3295,0,1,0
1963000,3291,0,1,0
1963250,3289,0,1,0
1963500,3293,0,1,0
1963750,3289,0,1,0
1964000,3288,1,1,0
1964250,3287,1,1,0
1964500,3287,0,1,0
1964750,3291,0,1,0
1965000,3292,0,1,1
1965250,3289,0,1,1
1965500,3287,0,1,1
1965750,3293,0,1,1
1966000,3288,0,1,1
1966250,3294,0,1,1
1966500,3293,0,1,1
1966750,3291,0,1,1
1967000,3295,0,1,1
1967250,3296,0,1,1
1967500,3292,0,1,1
1967750,3294,0,1,1
1968000,3299,0,1,1
1968250,3300,0,1,1
1968500,3298,0,1,1
1968750,3299,0,1,1
1969000,3300,0,1,1
1969250,3302,0,1,1
1969500,3300,0,1,0
1969750,3306,0,1,0
1970000,3303,1,1,0
1970250,3308,1,1,0
1970500,3309,0,1,0
1970750,3304,0,1,0
1971000,3305,0,1,0
1971250,3304,0,1,0
1971500,3306,0,1,0
1971750,3305,0,1,0
1972000,3307,0,1,0
1972250,3307,0,1,0
1972500,3310,0,1,0
1972750,3305,0,1,0
1973000,3306,0,1,0
1973250,3309,0,1,0
1973500,3306,0,1,0
1973750,3304,0,1,0
1974000,3303,0,1,0
1974250,3306,0,1,0
1974500,3302,0,1,0
1974750,3304,0,1,0
1975000,3302,0,1,0
1975250,3305,0,1,0
1975500,3305,0,1,0
1975750,3302,0,1,0
1976000,3300,1,1,0
1976250,3305,1,1,0
1976500,3305,0,1,0
1976750,3303,0,1,0
1977000,3305,0,1,0
1977250,3302,0,1,0
1977500,3303,0,1,0
1977750,3301,0,1,0
1978000,3304,0,1,0
1978250,3307,0,1,0
1978500,3302,0,1,0
1978750,3303,0,1,0
1979000,3307,0,1,0
1979250,3308,0,1,0
1979500,3305,0,1,0
1979750,3309,0,1,0
1980000,3308,0,1,1
1980250,3312,0,1,1
1980500,3310,0,1,1
1980750,3307,0,1,1
1981000,3310,0,1,1
1981250,3308,0,1,1
1981500,3306,0,1,1
1981750,3310,0,1,1
1982000,3307,1,1,1
1982250,3311,1,1,1
1982500,3308,0,1,1
1982750,3309,0,1,1
1983000,3303,0,1,1
1983250,3307,0,1,1
1983500,3308,0,1,1
1983750,3302,0,1,1
1984000,3306,0,1,1
1984250,3304,0,1,1
1984500,3298,0,1,1
1984750,3301,0,1,1
1985000,3299,0,1,1
1985250,3301,0,1,1
1985500,3297,0,1,1
1985750,3298,0,1,1
1986000,3297,0,1,1
1986250,3293,0,1,1
1986500,3292,0,1,1
1986750,3291,0,1,1
1987000,3290,0,1,1
1987250,3291,0,1,1
1987500,3290,0,1,1
1987750,3288,0,1,1
1988000,3288,1,1,1
1988250,3292,1,1,1
1988500,3290,0,1,1
1988750,3289,0,1,1
1989000,3291,0,1,1
1989250,3290,0,1,1
1989500,3293,0,1,1
1989750,3293,0,1,1
1990000,3290,0,1,1
1990250,3322,0,1,1
1990500,3325,0,1,0
1990750,3321,0,1,0
1991000,3322,0,1,0
1991250,3298,0,1,0
1991500,3294,0,1,0
1991750,3299,0,1,0
1992000,3297,0,1,0
1992250,3300,0,1,0
1992500,3300,0,1,0
1992750,3296,0,1,0
1993000,3300,0,1,0
1993250,3295,0,1,0
1993500,3299,0,1,0
1993750,3297,0,1,0
1994000,3300,1,1,0
1994250,3294,1,1,0
1994500,3298,0,1,0
1994750,3297,0,1,0
1995000,3294,0,1,1
1995250,3298,0,1,1
1995500,3295,0,1,1
1995750,3292,0,1,1
1996000,3293,0,1,1
1996250,3293,0,1,1
1996500,3293,0,1,1
1996750,3290,0,1,1
1997000,3294,0,1,1
1997250,3293,0,1,1
1997500,3292,0,1,1
1997750,3292,0,1,1
1998000,3294,0,1,1
1998250,3291,0,1,1
1998500,3296,0,1,1
1998750,3294,0,1,1
1999000,3296,0,1,1
1999250,3293,0,1,1
1999500,3297,0,1,1
1999750,3300,0,1,1
2000000,3298,1,1,1
2000250,3299,1,1,1
2000500,3303,0,1,1
2000750,3301,0,1,1
2001000,3303,0,1,1
2001250,3299,0,1,1
2001500,3302,0,1,1
2001750,3307,0,1,1
2002000,3308,0,1,1
2002250,3308,0,1,1
2002500,3307,0,1,1
2002750,3306,0,1,1
2003000,3312,0,1,1
2003250,3312,0,1,1
2003500,3310,0,1,1
2003750,3311,0,1,1
2004000,3311,0,1,1
2004250,3308,0,1,1
2004500,3311,0,1,1
2004750,3308,0,1,1
2005000,3310,0,1,1
2005250,3309,0,1,1
2005500,3312,0,1,0
2005750,3313,0,1,0
2006000,3311,1,1,0
2006250,3306,1,1,0
2006500,3306,0,1,0
2006750,3307,0,1,0
2007000,3304,0,1,0
2007250,3303,0,1,0
2007500,3307,0,1,0
2007750,3302,0,1,0
2008000,3303,0,1,0
2008250,3302,0,1,0
2008500,3300,0,1,0
2008750,3305,0,1,0
2009000,3299,0,1,0
2009250,3300,0,1,0
2009500,3298,0,1,0
2009750,3304,0,1,0
2010000,3298,0,1,1
2010250,3300,0,1,1
2010500,3300,0,1,1
2010750,3300,0,1,1
2011000,3303,0,1,1
2011250,3303,0,1,1
2011500,3304,0,1,1
2011750,3303,0,1,1
2012000,3305,1,1,1
2012250,3302,1,1,1
2012500,3307,0,1,1
2012750,3303,0,1,1
2013000,3303,0,1,1
2013250,3307,0,1,1
2013500,3306,0,1,1
2013750,3304,0,1,1
2014000,3308,0,1,1
2014250,3304,0,1,1
2014500,3307,0,1,0
2014750,3307,0,1,0
2015000,3302,0,1,0
2015250,3301,0,1,0
2015500,3306,0,1,0
2015750,3299,0,1,0
2016000,3301,0,1,0
2016250,3303,0,1,0
2016500,3300,0,1,0
2016750,3298,0,1,0
2017000,3295,0,1,0
2017250,3300,0,1,0
2017500,3296,0,1,0
2017750,3298,0,1,0
2018000,3292,1,1,0
2018250,3291,1,1,0
2018500,3294,0,1,0
2018750,3288,0,1,0
2019000,3293,0,1,0
2019250,3288,0,1,0
2019500,3291,0,1,0
2019750,3286,0,1,0
2020000,3289,0,1,0
2020250,3291,0,1,0
2020500,3286,0,1,0
2020750,3285,0,1,0
2021000,3285,0,1,0
2021250,3291,0,1,0
2021500,3291,0,1,0
2021750,3292,0,1,0
2022000,3286,0,1,0
2022250,3289,0,1,0
2022500,3293,0,1,0
2022750,3294,0,1,0
2023000,3289,0,1,0
2023250,3296,0,1,0
2023500,3291,0,1,0
2023750,3293,0,1,0
2024000,3294,1,1,0
2024250,3295,1,1,0
2024500,3298,0,1,0
2024750,3300,0,1,0
2025000,3296,0,1,1
2025250,3300,0,1,1
2025500,3300,0,1,1
2025750,3302,0,1,1
2026000,3299,0,1,1
2026250,3297,0,1,1
2026500,3303,0,1,1
2026750,3302,0,1,1
2027000,3297,0,1,1
2027250,3300,0,1,1
2027500,3299,0,1,1
2027750,3301,0,1,1
2028000,3299,0,1,1
2028250,3303,0,1,1
2028500,3301,0,1,1
2028750,3297,0,1,1
2029000,3301,0,1,1
2029250,3299,0,1,1
2029500,3298,0,1,1
2029750,3300,0,1,1
2030000,3300,1,1,1
2030250,3296,1,1,1
2030500,3295,0,1,1
2030750,3295,0,1,1
2031000,3296,0,1,1
2031250,3300,0,1,1
2031500,3301,0,1,1
2031750,3296,0,1,1
2032000,3299,0,1,1
2032250,3297,0,1,1
2032500,3300,0,1,1
2032750,3298,0,1,1
2033000,3305,0,1,1
2033250,3303,0,1,1
2033500,3303,0,1,1
2033750,3305,0,1,1
2034000,3304,0,1,1
2034250,3303,0,1,1
2034500,3310,0,1,1
2034750,3310,0,1,1
2035000,3311,0,1,1
2035250,3312,0,1,1
2035500,3313,0,1,0
2035750,3308,0,1,0
2036000,3310,1,1,0
2036250,3310,1,1,0
2036500,3310,0,1,0
2036750,3309,0,1,0
2037000,3315,0,1,0
2037250,3315,0,1,0
2037500,3313,0,1,0
2037750,3314,0,1,0
2038000,3313,0,1,0
2038250,3280,0,1,0
2038500,3276,0,1,0
2038750,3280,0,1,0
2039000,3285,0,1,0
2039250,3306,0,1,0
2039500,3309,0,1,0
2039750,3309,0,1,0
2040000,3302,0,1,1
2040250,3304,0,1,1
2040500,3301,0,1,1
2040750,3301,0,1,1
2041000,3304,0,1,1
2041250,3300,0,1,1
2041500,3300,0,1,1
2041750,3298,0,1,1
2042000,3299,1,1,1
2042250,3302,1,1,1
2042500,3296,0,1,1
2042750,3295,0,1,1
2043000,3295,0,1,1
2043250,3301,0,1,1
2043500,3298,0,1,1
2043750,3296,0,1,1
2044000,3298,0,1,1
2044250,3300,0,1,1
2044500,3300,0,1,0
2044750,3297,0,1,0
2045000,3297,0,1,0
2045250,3296,0,1,0
2045500,3303,0,1,0
2045750,3302,0,1,0
2046000,3303,0,1,0
2046250,3303,0,1,0
2046500,3299,0,1,0
2046750,3302,0,1,0
2047000,3299,0,1,0
2047250,3299,0,1,0
2047500,3302,0,1,0
2047750,3299,0,1,0
2048000,3297,1,1,0
2048250,3297,1,1,0
2048500,3302,0,1,0
2048750,3297,0,1,0
2049000,3299,0,1,0
2049250,3296,0,1,0
2049500,3300,0,1,0
2049750,3297,0,1,0
2050000,3297,0,1,0
2050250,3292,0,1,0
2050500,3296,0,1,0
2050750,3294,0,1,0
2051000,3290,0,1,0
2051250,3288,0,1,0
2051500,3293,0,1,0
2051750,3290,0,1,0
2052000,3289,0,1,0
2052250,3288,0,1,0
2052500,3288,0,1,0
2052750,3289,0,1,0
2053000,3285,0,1,0
2053250,3287,0,1,0
2053500,3285,0,1,0
2053750,3285,0,1,0
2054000,3287,1,1,0
2054250,3292,1,1,0
2054500,3291,0,1,0
2054750,3292,0,1,0
2055000,3294,0,1,1
2055250,3294,0,1,1
2055500,3290,0,1,1
2055750,3293,0,1,1
2056000,3296,0,1,1
2056250,3295,0,1,1
2056500,3298,0,1,1
2056750,3299,0,1,1
2057000,3299,0,1,1
2057250,3299,0,1,1
2057500,3301,0,1,1
2057750,3301,0,1,1
2058000,3303,0,1,1
2058250,3303,0,1,1
2058500,3306,0,1,1
2058750,3304,0,1,1
2059000,3304,0,1,1
2059250,3302,0,1,1
2059500,3306,0,1,1
2059750,3307,0,1,1
2060000,3307,1,1,1
2060250,3305,1,1,1
2060500,3307,0,1,1
2060750,3301,0,1,1
2061000,3302,0,1,1
2061250,3301,0,1,1
2061500,3303,0,1,1
2061750,3306,0,1,1
2062000,3301,0,1,1
2062250,3302,0,1,1
2062500,3302,0,1,1
2062750,3305,0,1,1
2063000,3301,0,1,1
2063250,3300,0,1,1
2063500,3300,0,1,1
2063750,3300,0,1,1
2064000,3298,0,1,1
2064250,3304,0,1,1
2064500,3304,0,1,1
2064750,3303,0,1,1
2065000,3299,0,1,1
2065250,3301,0,1,1
2065500,3301,0,1,0
2065750,3307,0,1,0
2066000,3301,1,1,0
2066250,3305,1,1,0
2066500,3307,0,1,0
2066750,3304,0,1,0
2067000,3305,0,1,0
2067250,3310,0,1,0
2067500,3307,0,1,0
2067750,3309,0,1,0
2068000,3312,0,1,0
2068250,3338,0,1,0
2068500,3345,0,1,0
2068750,3343,0,1,0
2069000,3336,0,1,0
2069250,3309,0,1,0
2069500,3313,0,1,0
2069750,3309,0,1,0
2070000,3314,0,1,1
2070250,3312,0,1,1
2070500,3312,0,1,1
2070750,3307,0,1,1
2071000,3308,0,1,1
2071250,3305,0,1,1
2071500,3310,0,1,1
2071750,3308,0,1,1
2072000,3308,1,1,1
2072250,3303,1,1,1
2072500,3304,0,1,1
2072750,3304,0,1,1
2073000,3303,0,1,1
2073250,3299,0,1,1
2073500,3298,0,1,1
2073750,3300,0,1,1
2074000,3294,0,1,1
2074250,3267,0,1,1
2074500,3264,0,1,0
2074750,3263,0,1,0
2075000,3271,0,1,0
2075250,3292,0,1,0
2075500,3293,0,1,0
2075750,3295,0,1,0
2076000,3291,0,1,0
2076250,3291,0,1,0
2076500,3294,0,1,0
2076750,3296,0,1,0
2077000,3294,0,1,0
2077250,3291,0,1,0
2077500,3295,0,1,0
2077750,3294,0,1,0
2078000,3294,1,1,0
2078250,3298,1,1,0
2078500,3292,0,1,0
2078750,3294,0,1,0
2079000,3294,0,1,0
2079250,3295,0,1,0
2079500,3296,0,1,0
2079750,3295,0,1,0
2080000,3323,0,1,0
2080250,3324,0,1,0
2080500,3325,0,1,0
2080750,3301,0,1,0
2081000,3300,0,1,0
2081250,3295,0,1,0
2081500,3298,0,1,0
2081750,3294,0,1,0
2082000,3295,0,1,0
2082250,3297,0,1,0
2082500,3297,0,1,0
2082750,3292,0,1,0
2083000,3295,0,1,0
2083250,3297,0,1,0
2083500,3295,0,1,0
2083750,3292,0,1,0
2084000,3295,1,1,0
2084250,3291,1,1,0
2084500,3291,0,1,0
2084750,3288,0,1,0
2085000,3291,0,1,1
2085250,3292,0,1,1
2085500,3291,0,1,1
2085750,3292,0,1,1
2086000,3293,0,1,1
2086250,3290,0,1,1
2086500,3288,0,1,1
2086750,3292,0,1,1
2087000,3289,0,1,1
2087250,3296,0,1,1
2087500,3292,0,1,1
2087750,3293,0,1,1
2088000,3292,0,1,1
2088250,3293,0,1,1
2088500,3299,0,1,1
2088750,3299,0,1,1
2089000,3300,0,1,1
2089250,3299,0,1,1
2089500,3301,0,1,1
2089750,3302,0,1,1
2090000,3302,1,1,1
2090250,3306,1,1,1
2090500,3303,0,1,1
2090750,3304,0,1,1
2091000,3309,0,1,1
2091250,3306,0,1,1
2091500,3309,0,1,1
2091750,3306,0,1,1
2092000,3306,0,1,1
2092250,3309,0,1,1
2092500,3312,0,1,1
2092750,3287,0,1,1
2093000,3284,0,1,1
2093250,3287,0,1,1
2093500,3312,0,1,1
2093750,3308,0,1,1
2094000,3311,0,1,1
2094250,3307,0,1,1
2094500,3305,0,1,1
2094750,3304,0,1,1
2095000,3307,0,1,1
2095250,3307,0,1,1
2095500,3303,0,1,0
2095750,3305,0,1,0
2096000,3303,1,1,0
2096250,3306,1,1,0
2096500,3302,0,1,0
2096750,3306,0,1,0
2097000,3305,0,1,0
2097250,3305,0,1,0
2097500,3304,0,1,0
2097750,3301,0,1,0
2098000,3301,0,1,0
2098250,3329,0,1,0
2098500,3336,0,1,0
2098750,3332,0,1,0
2099000,3326,0,1,0
2099250,3301,0,1,0
2099500,3302,0,1,0
2099750,3304,0,1,0
2100000,3304,0,1,1
2100250,3308,0,1,1
2100500,3306,0,1,1
2100750,3307,0,1,1
2101000,3305,0,1,1
2101250,3304,0,1,1
2101500,3308,0,1,1
2101750,3310,0,1,1
2102000,3309,1,1,1
2102250,3308,1,1,1
2102500,3308,0,1,1
2102750,3310,0,1,1
2103000,3306,0,1,1
2103250,3305,0,1,1
2103500,3308,0,1,1
2103750,3307,0,1,1
2104000,3302,0,1,1
2104250,3302,0,1,1
2104500,3303,0,1,1
2104750,3298,0,1,1
2105000,3298,0,1,1
2105250,3301,0,1,1
2105500,3302,0,1,1
2105750,3295,0,1,1
2106000,3295,0,1,1
2106250,3294,0,1,1
2106500,3297,0,1,1
2106750,3293,0,1,1
2107000,3292,0,1,1
2107250,3292,0,1,1
2107500,3288,0,1,1
2107750,3291,0,1,1
2108000,3292,1,1,1
2108250,3288,1,1,1
2108500,3292,0,1,1
2108750,3287,0,1,1
2109000,3287,0,1,1
2109250,3286,0,1,1
2109500,3286,0,1,1
2109750,3286,0,1,1
2110000,3287,0,1,1
2110250,3317,0,1,1
2110500,3326,0,1,0
2110750,3317,0,1,0
2111000,3314,0,1,0
2111250,3290,0,1,0
2111500,3292,0,1,0
2111750,3292,0,1,0
2112000,3292,0,1,0
2112250,3293,0,1,0
2112500,3297,0,1,0
2112750,3297,0,1,0
2113000,3294,0,1,0
2113250,3297,0,1,0
2113500,3297,0,1,0
2113750,3296,0,1,0
2114000,3296,1,1,0
2114250,3297,1,1,0
2114500,3298,0,1,0
2114750,3301,0,1,0
2115000,3299,0,1,1
2115250,3296,0,1,1
2115500,3298,0,1,1
2115750,3297,0,1,1
2116000,3301,0,1,1
2116250,3296,0,1,1
2116500,3296,0,1,1
2116750,3297,0,1,1
2117000,3293,0,1,1
2117250,3298,0,1,1
2117500,3294,0,1,1
2117750,3297,0,1,1
2118000,3296,0,1,1
2118250,3298,0,1,1
2118500,3297,0,1,1
2118750,3294,0,1,1
2119000,3298,0,1,1
2119250,3294,0,1,1
2119500,3296,0,1,1
2119750,3298,0,1,1
2120000,3299,1,1,1
2120250,3296,1,1,1
2120500,3299,0,1,1
2120750,3301,0,1,1
2121000,3298,0,1,1
2121250,3301,0,1,1
2121500,3302,0,1,1
2121750,3302,0,1,1
2122000,3306,0,1,1
2122250,3303,0,1,1
2122500,3304,0,1,1
2122750,3305,0,1,1
2123000,3309,0,1,1
2123250,3308,0,1,1
2123500,3306,0,1,1
2123750,3308,0,1,1
2124000,3313,0,1,1
2124250,3313,0,1,1
2124500,3315,0,1,1
2124750,3312,0,1,1
2125000,3311,0,1,1
2125250,3312,0,1,1
2125500,3313,0,1,0
2125750,3309,0,1,0
2126000,3312,1,1,0
2126250,3314,1,1,0
2126500,3308,0,1,0
2126750,3312,0,1,0
2127000,3308,0,1,0
2127250,3309,0,1,0
2127500,3307,0,1,0
2127750,3307,0,1,0
2128000,3307,0,1,0
2128250,3307,0,1,0
2128500,3301,0,1,0
2128750,3301,0,1,0
2129000,3305,0,1,0
2129250,3301,0,1,0
2129500,3299,0,1,0
2129750,3298,0,1,0
2130000,3304,0,1,1
2130250,3303,0,1,1
2130500,3302,0,1,1
2130750,3302,0,1,1
2131000,3300,0,1,1
2131250,3297,0,1,1
2131500,3303,0,1,1
2131750,3300,0,1,1
2132000,3301,1,1,1
2132250,3300,1,1,1
2132500,3298,0,1,1
2132750,3299,0,1,1
2133000,3304,0,1,1
2133250,3300,0,1,1
2133500,3304,0,1,1
2133750,3305,0,1,1
2134000,3304,0,1,1
2134250,3274,0,1,1
2134500,3265,0,1,1
2134750,3275,0,1,1
2135000,3279,0,1,1
2135250,3302,0,1,1
2135500,3299,0,1,1
2135750,3298,0,1,1
2136000,3304,0,1,1
2136250,3299,0,1,1
2136500,3300,0,1,1
2136750,3297,0,1,1
2137000,3297,0,1,1
2137250,3296,0,1,1
2137500,3299,0,1,1
2137750,3295,0,1,1
2138000,3293,1,1,1
2138250,3292,1,1,1
2138500,3292,0,1,1
2138750,3295,0,1,1
2139000,3290,0,1,1
2139250,3293,0,1,1
2139500,3293,0,1,1
2139750,3290,0,1,1
2140000,3287,0,1,1
2140250,3288,0,1,1
2140500,3285,0,1,0
2140750,3285,0,1,0
2141000,3290,0,1,0
2141250,3287,0,1,0
2141500,3287,0,1,0
2141750,3287,0,1,0
2142000,3285,0,1,0
2142250,3285,0,1,0
2142500,3289,0,1,0
2142750,3288,0,1,0
2143000,3290,0,1,0
2143250,3293,0,1,0
2143500,3290,0,1,0
2143750,3290,0,1,0
2144000,3295,1,1,0
2144250,3294,1,1,0
2144500,3292,0,1,0
2144750,3299,0,1,0
2145000,3297,0,1,1
2145250,3299,0,1,1
2145500,3302,0,1,1
2145750,3299,0,1,1
2146000,3297,0,1,1
2146250,3327,0,1,1
2146500,3334,0,1,1
2146750,3327,0,1,1
2147000,3327,0,1,1
2147250,3300,0,1,1
2147500,3304,0,1,1
2147750,3302,0,1,1
2148000,3301,0,1,1
2148250,3302,0,1,1
2148500,3304,0,1,1
2148750,3300,0,1,1
2149000,3304,0,1,1
2149250,3300,0,1,1
2149500,3299,0,1,1
2149750,3299,0,1,1
2150000,3300,1,1,1
2150250,3299,1,1,1
2150500,3299,0,1,1
2150750,3298,0,1,1
2151000,3298,0,1,1
2151250,3302,0,1,1
2151500,3298,0,1,1
2151750,3298,0,1,1
2152000,3299,0,1,1
2152250,3297,0,1,1
2152500,3299,0,1,1
2152750,3297,0,1,1
2153000,3302,0,1,1
2153250,3303,0,1,1
2153500,3305,0,1,1
2153750,3306,0,1,1
2154000,3304,0,1,1
2154250,3301,0,1,1
2154500,3305,0,1,1
2154750,3307,0,1,1
2155000,3306,0,1,1
2155250,3308,0,1,1
2155500,3311,0,1,0
2155750,3311,0,1,0
2156000,3312,1,1,0
2156250,3311,1,1,0
2156500,3311,0,1,0
2156750,3310,0,1,0
2157000,3311,0,1,0
2157250,3315,0,1,0
2157500,3309,0,1,0
2157750,3310,0,1,0
2158000,3310,0,1,0
2158250,3311,0,1,0
2158500,3310,0,1,0
2158750,3314,0,1,0
2159000,3313,0,1,0
2159250,3307,0,1,0
2159500,3308,0,1,0
2159750,3307,0,1,0
2160000,3308,0,1,1
2160250,3305,0,1,1
2160500,3304,0,1,1
2160750,3305,0,1,1
2161000,3304,0,1,1
2161250,3299,0,1,1
2161500,3303,0,1,1
2161750,3300,0,1,1
2162000,3301,1,1,1
2162250,3297,1,1,1
2162500,3298,0,1,1
2162750,3300,0,1,1
2163000,3297,0,1,1
2163250,3293,0,1,1
2163500,3294,0,1,1
2163750,3299,0,1,1
2164000,3294,0,1,1
2164250,3268,0,1,1
2164500,3258,0,1,0
2164750,3269,0,1,0
2165000,3270,0,1,0
2165250,3298,0,1,0
2165500,3295,0,1,0
2165750,3296,0,1,0
2166000,3299,0,1,0
2166250,3299,0,1,0
2166500,3298,0,1,0
2166750,3295,0,1,0
2167000,3296,0,1,0
2167250,3295,0,1,0
2167500,3300,0,1,0
2167750,3300,0,1,0
2168000,3301,1,1,0
2168250,3298,1,1,0
2168500,3301,0,1,0
2168750,3296,0,1,0
2169000,3301,0,1,0
2169250,3296,0,1,0
2169500,3300,0,1,0
2169750,3298,0,1,0
2170000,3299,0,1,0
2170250,3294,0,1,0
2170500,3293,0,1,0
2170750,3292,0,1,0
2171000,3294,0,1,0
2171250,3294,0,1,0
2171500,3296,0,1,0
2171750,3294,0,1,0
2172000,3295,0,1,0
2172250,3294,0,1,0
2172500,3291,0,1,0
2172750,3293,0,1,0
2173000,3293,0,1,0
2173250,3286,0,1,0
2173500,3292,0,1,0
2173750,3289,0,1,0
2174000,3288,1,1,0
2174250,3287,1,1,0
2174500,3292,0,1,0
2174750,3290,0,1,0
2175000,3289,0,1,1
2175250,3291,0,1,1
2175500,3289,0,1,1
2175750,3289,0,1,1
2176000,3292,0,1,1
2176250,3320,0,1,1
2176500,3332,0,1,1
2176750,3326,0,1,1
2177000,3318,0,1,1
2177250,3300,0,1,1
2177500,3298,0,1,1
2177750,3301,0,1,1
2178000,3298,0,1,1
2178250,3304,0,1,1
2178500,3306,0,1,1
2178750,3303,0,1,1
2179000,3301,0,1,1
2179250,3305,0,1,1
2179500,3308,0,1,1
2179750,3303,0,1,1
2180000,3304,1,1,1
2180250,3304,1,1,1
2180500,3306,0,1,1
2180750,3307,0,1,1
2181000,3310,0,1,1
2181250,3305,0,1,1
2181500,3307,0,1,1
2181750,3308,0,1,1
2182000,3306,0,1,1
2182250,3303,0,1,1
2182500,3307,0,1,1
2182750,3306,0,1,1
2183000,3308,0,1,1
2183250,3306,0,1,1
2183500,3301,0,1,1
2183750,3303,0,1,1
2184000,3304,0,1,1
2184250,3302,0,1,1
2184500,3301,0,1,1
2184750,3302,0,1,1
2185000,3300,0,1,1
2185250,3303,0,1,1
2185500,3305,0,1,0
2185750,3303,0,1,0
2186000,3303,1,1,0
2186250,3304,1,1,0
2186500,3300,0,1,0
2186750,3306,0,1,0
2187000,3303,0,1,0
2187250,3302,0,1,0
2187500,3304,0,1,0
2187750,3303,0,1,0
2188000,3304,0,1,0
2188250,3278,0,1,0
2188500,3276,0,1,0
2188750,3278,0,1,0
2189000,3282,0,1,0
2189250,3306,0,1,0
2189500,3309,0,1,0
2189750,3307,0,1,0
2190000,3307,0,1,1
2190250,3306,0,1,1
2190500,3308,0,1,1
2190750,3312,0,1,1
2191000,3306,0,1,1
2191250,3309,0,1,1
2191500,3306,0,1,1
2191750,3304,0,1,1
2192000,3306,1,1,1
2192250,3302,1,1,1
2192500,3302,0,1,1
2192750,3300,0,1,1
2193000,3305,0,1,1
2193250,3303,0,1,1
2193500,3300,0,1,1
2193750,3301,0,1,1
2194000,3297,0,1,1
2194250,3300,0,1,1
2194500,3295,0,1,0
2194750,3298,0,1,0
2195000,3296,0,1,0
2195250,3291,0,1,0
2195500,3295,0,1,0
2195750,3294,0,1,0
2196000,3289,0,1,0
2196250,3289,0,1,0
2196500,3292,0,1,0
2196750,3289,0,1,0
2197000,3289,0,1,0
2197250,3291,0,1,0
2197500,3293,0,1,0
2197750,3293,0,1,0
2198000,3292,1,1,0
2198250,3294,1,1,0
2198500,3295,0,1,0
2198750,3291,0,1,0
2199000,3294,0,1,0
2199250,3292,0,1,0
2199500,3296,0,1,0
2199750,3295,0,1,0
2200000,3295,0,1,0
2200250,3327,0,1,0
2200500,3332,0,1,0
2200750,3323,0,1,0
2201000,3320,0,1,0
2201250,3298,0,1,0
2201500,3294,0,1,0
2201750,3299,0,1,0
2202000,3301,0,1,0
2202250,3300,0,1,0
2202500,3300,0,1,0
2202750,3295,0,1,0
2203000,3297,0,1,0
2203250,3300,0,1,0
2203500,3294,0,1,0
2203750,3297,0,1,0
2204000,3293,1,1,0
2204250,3295,1,1,0
2204500,3293,0,1,0
2204750,3293,0,1,0
2205000,3294,0,1,1
2205250,3292,0,1,1
2205500,3295,0,1,1
2205750,3293,0,1,1
2206000,3296,0,1,1
2206250,3319,0,1,1
2206500,3330,0,1,1
2206750,3324,0,1,1
2207000,3316,0,1,1
2207250,3296,0,1,1
2207500,3295,0,1,1
2207750,3292,0,1,1
2208000,3297,0,1,1
2208250,3298,0,1,1
2208500,3299,0,1,1
2208750,3295,0,1,1
2209000,3300,0,1,1
2209250,3299,0,1,1
2209500,3298,0,1,0
2209750,3298,0,1,0
2210000,3299,1,1,0
2210250,3303,1,1,0
2210500,3302,0,1,0
2210750,3306,0,1,0
2211000,3307,0,1,0
2211250,3308,0,1,0
2211500,3307,0,1,0
2211750,3306,0,1,0
2212000,3312,0,1,0
2212250,3336,0,1,0
2212500,3341,0,1,0
2212750,3337,0,1,0
2213000,3336,0,1,0
2213250,3308,0,1,0
2213500,3311,0,1,0
2213750,3314,0,1,0
2214000,3310,0,1,0
2214250,3309,0,1,0
2214500,3310,0,1,0
2214750,3313,0,1,0
2215000,3311,0,1,0
2215250,3309,0,1,0
2215500,3308,0,1,0
2215750,3307,0,1,0
2216000,3304,1,1,0
2216250,3309,1,1,0
2216500,3306,0,1,0
2216750,3305,0,1,0
2217000,3307,0,1,0
2217250,3301,0,1,0
2217500,3303,0,1,0
2217750,3299,0,1,0
2218000,3299,0,1,0
2218250,3276,0,1,0
2218500,3268,0,1,0
2218750,3270,0,1,0
2219000,3279,0,1,0
2219250,3304,0,1,0
2219500,3299,0,1,0
2219750,3302,0,1,0
2220000,3304,0,1,1
2220250,3304,0,1,1
2220500,3299,0,1,1
2220750,3304,0,1,1
2221000,3300,0,1,1
2221250,3302,0,1,1
2221500,3305,0,1,1
2221750,3304,0,1,1
2222000,3306,1,1,1
2222250,3307,1,1,1
2222500,3308,0,1,1
2222750,3304,0,1,1
2223000,3304,0,1,1
2223250,3306,0,1,1
2223500,3303,0,1,1
2223750,3302,0,1,1
2224000,3305,0,1,1
2224250,3275,0,1,1
2224500,3267,0,1,0
2224750,3273,0,1,0
2225000,3274,0,1,0
2225250,3302,0,1,0
2225500,3303,0,1,0
2225750,3298,0,1,0
2226000,3295,0,1,0
2226250,3294,0,1,0
2226500,3297,0,1,0
2226750,3295,0,1,0
2227000,3296,0,1,0
2227250,3296,0,1,0
2227500,3289,0,1,0
2227750,3291,0,1,0
2228000,3293,1,1,0
2228250,3291,1,1,0
2228500,3290,0,1,0
2228750,3288,0,1,0
2229000,3286,0,1,0
2229250,3288,0,1,0
2229500,3288,0,1,0
2229750,3288,0,1,0
2230000,3289,0,1,0
2230250,3288,0,1,0
2230500,3287,0,1,0
